Customer,State,Customer Lifetime Value,Response,Effective To Date,EmploymentStatus,Income,Location Code,Marital Status,Monthly Premium,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount
GK73582,California,2978.84601,No,1/13/11,Employed,64586,Urban,Single,76,3,17,0,1,Personal,Personal L1,Offer3,Branch,206.837111
RV98763,Oregon,6410.967544,No,2/8/11,Employed,61709,Urban,Married,82,5,41,2,7,Personal,Personal L3,Offer3,Branch,275.395894
II62831,California,4479.023088,No,1/29/11,Employed,94656,Urban,Married,111,12,79,1,1,Special,Special L2,Offer4,Web,459.738128
XK33449,California,2383.731879,No,2/5/11,Unemployed,0,Suburban,Single,69,5,40,0,1,Special,Special L3,Offer4,Branch,496.8
TR85083,California,2764.493659,No,1/20/11,Employed,61085,Suburban,Married,70,27,34,1,1,Personal,Personal L3,Offer2,Branch,336.0
EO95328,Oregon,7920.105377,No,1/27/11,Employed,89284,Suburban,Married,67,7,31,3,2,Personal,Personal L2,Offer4,Agent,321.6
EN21086,Arizona,6889.097981,No,1/9/11,Unemployed,0,Suburban,Divorced,63,6,12,0,2,Personal,Personal L2,Offer1,Branch,302.4
YL83902,Washington,3274.194616,No,1/11/11,Employed,31686,Suburban,Married,81,11,33,0,1,Personal,Personal L3,Offer1,Agent,430.994107
AZ62651,Oregon,9951.707743,No,2/17/11,Employed,56855,Suburban,Single,255,12,1,0,1,Corporate,Corporate L3,Offer4,Web,1836.0
ZW25874,Oregon,2521.555686,No,2/16/11,Employed,53703,Rural,Single,67,3,45,2,1,Special,Special L3,Offer1,Branch,67.632476
EH41854,Washington,23706.11337,No,2/10/11,Unemployed,0,Suburban,Single,96,12,35,1,2,Personal,Personal L1,Offer3,Branch,844.481918
MW70227,California,6047.02516,Yes,2/19/11,Employed,20396,Suburban,Married,76,15,60,1,4,Personal,Personal L1,Offer1,Branch,364.8
SL22297,California,11140.30248,No,1/21/11,Disabled,27679,Suburban,Single,150,30,28,0,3,Personal,Personal L1,Offer1,Call Center,722.486994
RV14138,Nevada,4334.064096,Yes,2/27/11,Retired,23904,Suburban,Single,123,1,67,3,1,Personal,Personal L3,Offer1,Agent,590.4
UO62808,Arizona,2799.74791,No,2/4/11,Employed,65351,Suburban,Married,69,4,54,0,1,Corporate,Corporate L1,Offer2,Call Center,481.027516
ZX64745,California,7923.136624,No,1/18/11,Unemployed,0,Suburban,Single,113,20,1,0,7,Personal,Personal L2,Offer1,Agent,1124.427734
FL34139,California,3688.110888,No,2/3/11,Unemployed,0,Suburban,Single,63,0,54,3,7,Personal,Personal L2,Offer1,Call Center,669.682001
TS11219,California,12067.45599,No,1/2/11,Unemployed,0,Suburban,Single,116,14,35,0,2,Personal,Personal L2,Offer1,Agent,1284.093173
XX12304,California,2924.976721,No,1/9/11,Employed,64459,Urban,Married,72,16,64,0,1,Personal,Personal L1,Offer2,Branch,240.259479
SD64087,California,15014.0927,No,1/19/11,Employed,32961,Suburban,Married,190,13,53,0,3,Corporate,Corporate L2,Offer1,Branch,912.0
OY38576,Oregon,9277.233839,No,1/11/11,Employed,71416,Suburban,Divorced,116,10,0,0,3,Corporate,Corporate L3,Offer2,Agent,556.8
BG76355,Washington,6274.123875,No,1/31/11,Employed,68964,Rural,Married,78,15,6,0,3,Personal,Personal L3,Offer3,Web,115.086827
IP66913,California,3886.647414,No,1/11/11,Employed,78108,Suburban,Single,98,12,34,0,1,Personal,Personal L3,Offer2,Agent,470.4
LE95702,California,4386.277558,Yes,2/11/11,Retired,10621,Suburban,Single,67,28,22,0,5,Special,Special L3,Offer1,Agent,321.6
KX54357,Washington,11365.26766,No,1/22/11,Employed,84910,Urban,Married,95,4,69,0,2,Corporate,Corporate L3,Offer2,Web,383.167471
EZ78112,California,5610.96434,No,2/24/11,Employed,77493,Urban,Single,70,2,35,0,3,Special,Special L3,Offer1,Agent,307.963291
XN16891,Arizona,2912.892035,No,2/28/11,Employed,81097,Suburban,Divorced,74,7,67,0,1,Personal,Personal L1,Offer4,Agent,355.2
XK31350,Oregon,6915.729915,No,1/25/11,Employed,96610,Suburban,Married,85,6,23,0,3,Corporate,Corporate L1,Offer4,Call Center,520.364752
CC30924,Oregon,6262.663307,No,2/26/11,Employed,30110,Urban,Married,159,20,71,0,1,Corporate,Corporate L3,Offer4,Agent,466.436375
IT78748,Oregon,6503.397049,Yes,2/19/11,Disabled,22081,Suburban,Married,84,1,9,0,6,Special,Special L3,Offer1,Agent,451.670309
KY33386,Washington,8007.399376,Yes,1/2/11,Unemployed,0,Suburban,Divorced,112,12,93,0,3,Personal,Personal L3,Offer1,Web,537.6
CO44221,California,2929.916512,No,1/2/11,Employed,98473,Suburban,Married,72,19,69,0,1,Personal,Personal L1,Offer2,Branch,345.6
LK60013,Oregon,5969.55297,No,1/26/11,Employed,97431,Suburban,Married,74,1,72,0,3,Personal,Personal L2,Offer3,Branch,355.2
DE21533,California,5473.15987,No,2/2/11,Employed,93870,Suburban,Divorced,69,1,96,0,8,Personal,Personal L2,Offer1,Call Center,331.2
YS94121,Nevada,5645.396665,No,2/27/11,Employed,50366,Suburban,Divorced,72,9,5,0,9,Personal,Personal L1,Offer1,Call Center,428.734656
UK68427,Washington,6369.262355,Yes,1/20/11,Employed,34498,Suburban,Single,83,30,72,0,7,Personal,Personal L3,Offer2,Branch,398.4
TE49565,Oregon,11833.76732,No,1/17/11,Disabled,16552,Suburban,Married,103,23,53,0,2,Personal,Personal L3,Offer2,Call Center,494.4
RA88421,Oregon,6121.107929,No,1/17/11,Employed,26787,Suburban,Married,77,7,50,0,5,Personal,Personal L3,Offer3,Branch,369.6
KQ51983,Nevada,5159.369746,No,2/24/11,Unemployed,0,Suburban,Single,74,2,42,0,9,Personal,Personal L1,Offer1,Branch,831.752839
CD88896,Nevada,2514.59196,Yes,2/14/11,Employed,43860,Rural,Single,65,15,58,0,1,Corporate,Corporate L3,Offer2,Agent,156.124914
YV22553,Arizona,8668.611261,No,2/20/11,Employed,21474,Urban,Married,114,13,72,2,9,Corporate,Corporate L3,Offer1,Agent,373.428187
WU14435,California,4960.965384,No,2/19/11,Disabled,18174,Suburban,Married,66,8,16,0,9,Corporate,Corporate L1,Offer1,Agent,395.934815
XV84099,Arizona,5504.139033,Yes,2/8/11,Unemployed,0,Suburban,Married,73,18,45,0,5,Corporate,Corporate L1,Offer1,Call Center,350.4
RI24911,Arizona,7507.455372,Yes,2/6/11,Employed,60920,Urban,Single,64,10,61,0,2,Personal,Personal L3,Offer2,Agent,231.201886
KO26461,Arizona,32269.85139,No,2/27/11,Employed,41520,Urban,Married,90,18,70,0,2,Personal,Personal L2,Offer1,Agent,289.904105
HI14283,Oregon,5657.031588,No,2/1/11,Unemployed,0,Suburban,Married,152,12,89,0,1,Personal,Personal L3,Offer1,Web,729.6
PT50227,Arizona,5061.757902,No,2/23/11,Unemployed,0,Suburban,Married,68,19,16,0,8,Personal,Personal L3,Offer3,Call Center,326.4
BH36570,California,5912.783829,No,1/11/11,Employed,72208,Suburban,Married,73,3,84,0,8,Personal,Personal L3,Offer1,Branch,350.4
TX17484,California,15182.27975,No,2/10/11,Employed,53863,Rural,Married,63,12,30,0,2,Personal,Personal L2,Offer1,Web,105.765111
CT41158,Washington,10747.03094,No,2/25/11,Employed,66446,Urban,Divorced,136,8,77,0,3,Corporate,Corporate L1,Offer2,Branch,639.464548
AO87348,Washington,2050.623512,No,2/16/11,Unemployed,0,Suburban,Single,61,18,26,0,1,Personal,Personal L3,Offer2,Agent,292.8
DE55857,Washington,2465.444865,No,1/30/11,Employed,64997,Suburban,Single,63,7,99,1,1,Personal,Personal L3,Offer2,Agent,383.442328
LF66923,Nevada,5343.121327,No,2/11/11,Employed,64460,Suburban,Married,66,18,42,0,3,Corporate,Corporate L3,Offer2,Agent,316.8
CN24514,Arizona,8119.829071,No,1/14/11,Employed,46618,Rural,Married,67,22,77,0,2,Personal,Personal L1,Offer3,Agent,99.085943
UW32074,Oregon,4605.265164,No,2/14/11,Unemployed,0,Suburban,Divorced,64,13,64,0,4,Corporate,Corporate L3,Offer1,Branch,307.2
HP36979,California,6408.785577,No,2/3/11,Employed,49988,Suburban,Married,84,6,37,5,5,Personal,Personal L2,Offer2,Web,566.935022
PP40919,California,2376.533508,No,1/31/11,Unemployed,0,Suburban,Single,91,2,8,5,1,Personal,Personal L1,Offer1,Agent,436.8
RO73268,California,3211.070017,No,2/15/11,Disabled,16269,Suburban,Divorced,86,6,84,0,1,Corporate,Corporate L2,Offer3,Agent,412.8
HO61691,Arizona,5094.522262,No,2/27/11,Employed,72006,Suburban,Divorced,64,4,38,0,3,Personal,Personal L1,Offer4,Agent,307.2
BS13062,Arizona,25755.27817,No,1/21/11,Unemployed,0,Suburban,Married,81,3,60,2,2,Personal,Personal L2,Offer4,Call Center,388.8
FO35655,Oregon,8672.229719,No,1/14/11,Unemployed,0,Suburban,Single,245,34,83,0,1,Corporate,Corporate L3,Offer1,Branch,2345.413441
HR10526,California,8044.73072,No,1/25/11,Employed,44320,Suburban,Married,67,13,79,0,2,Personal,Personal L2,Offer1,Call Center,321.6
IA63417,Arizona,4001.519098,No,2/2/11,Retired,19782,Suburban,Divorced,108,13,66,0,1,Personal,Personal L3,Offer3,Web,773.470977
BH35016,Nevada,16706.11699,No,2/9/11,Employed,63933,Suburban,Divorced,70,35,98,0,2,Personal,Personal L3,Offer1,Call Center,424.883448
PK52952,Arizona,8544.411077,No,2/28/11,Employed,28224,Suburban,Single,109,13,13,0,8,Personal,Personal L3,Offer1,Call Center,523.2
OD76309,Washington,7805.31287,Yes,1/27/11,Retired,21073,Suburban,Divorced,106,25,54,1,3,Personal,Personal L3,Offer1,Agent,508.8
IL28481,Oregon,6112.756868,No,2/19/11,Employed,63243,Urban,Married,77,21,73,0,3,Personal,Personal L3,Offer4,Call Center,364.240307
GY55092,Nevada,4772.943848,Yes,2/18/11,Retired,20993,Suburban,Divorced,133,35,90,0,1,Personal,Personal L3,Offer2,Agent,638.4
UF33451,Oregon,10979.09559,No,2/14/11,Employed,94827,Urban,Married,135,5,64,0,4,Personal,Personal L3,Offer1,Agent,354.729129
CF15558,California,5004.263818,No,1/30/11,Employed,39161,Urban,Married,63,18,83,1,4,Personal,Personal L3,Offer2,Call Center,283.995953
JM62924,Washington,13223.04379,No,2/9/11,Employed,37534,Suburban,Married,84,2,0,2,2,Personal,Personal L3,Offer3,Branch,403.2
EM66435,Oregon,2623.31543,No,2/6/11,Employed,80210,Rural,Divorced,65,30,28,0,1,Corporate,Corporate L3,Offer1,Agent,20.543176
QX45933,California,17840.19555,No,2/23/11,Unemployed,0,Suburban,Married,62,32,59,0,2,Personal,Personal L1,Offer1,Agent,385.115437
JI71369,California,5106.111827,No,2/22/11,Employed,30110,Rural,Married,64,2,4,0,5,Personal,Personal L1,Offer1,Web,140.165035
JU93290,Arizona,17930.60451,No,1/16/11,Medical Leave,21708,Suburban,Divorced,68,28,77,0,2,Personal,Personal L2,Offer1,Web,326.4
GU66096,Arizona,5457.342569,No,2/2/11,Employed,94731,Suburban,Married,67,23,65,0,4,Personal,Personal L2,Offer2,Agent,321.6
UC33108,California,6563.644143,No,2/22/11,Employed,32375,Suburban,Married,83,17,83,0,6,Personal,Personal L1,Offer1,Agent,398.4
LW93867,Oregon,4812.525221,No,1/3/11,Medical Leave,16531,Rural,Married,63,0,40,0,4,Corporate,Corporate L1,Offer1,Web,102.879769
OU78470,Arizona,29328.04185,No,2/27/11,Employed,32006,Rural,Single,94,28,7,0,2,Corporate,Corporate L3,Offer2,Call Center,56.868289
XW90265,Arizona,5773.520711,No,2/15/11,Employed,81676,Suburban,Married,72,21,86,0,8,Personal,Personal L2,Offer1,Agent,463.158502
HS67749,California,6847.1189,No,1/11/11,Employed,71038,Rural,Married,86,15,56,0,3,Corporate,Corporate L1,Offer4,Agent,205.444066
VZ51506,Arizona,3595.31286,No,1/21/11,Unemployed,0,Suburban,Single,103,20,43,0,1,Corporate,Corporate L3,Offer2,Call Center,741.6
UI64281,Nevada,22855.61209,No,1/26/11,Medical Leave,20832,Rural,Married,65,8,32,0,2,Personal,Personal L3,Offer1,Call Center,56.371967
AE98193,Washington,7859.414569,No,1/1/11,Unemployed,0,Suburban,Single,113,19,10,0,7,Personal,Personal L1,Offer1,Branch,813.6
AZ74055,Oregon,4115.577437,No,2/23/11,Employed,52405,Suburban,Married,103,2,27,0,1,Personal,Personal L3,Offer4,Call Center,494.4
XS76911,Arizona,5029.638777,No,2/4/11,Unemployed,0,Suburban,Married,133,3,89,0,1,Personal,Personal L3,Offer1,Agent,795.864079
AY40674,Washington,4821.418454,No,2/6/11,Employed,26583,Suburban,Married,128,6,46,4,1,Personal,Personal L2,Offer2,Agent,614.4
NA12740,Oregon,5004.310469,No,2/10/11,Disabled,25486,Rural,Married,65,15,53,0,3,Special,Special L3,Offer1,Web,72.438681
UA84837,Arizona,8630.053943,No,1/2/11,Employed,24065,Suburban,Divorced,111,30,1,0,5,Corporate,Corporate L2,Offer1,Branch,532.8
DJ51510,Arizona,9322.08512,No,2/10/11,Employed,70435,Rural,Married,116,0,50,0,4,Personal,Personal L3,Offer3,Agent,67.881546
VM58985,California,16727.56063,No,1/19/11,Unemployed,0,Suburban,Single,76,33,36,2,2,Personal,Personal L3,Offer3,Branch,402.636829
OH60605,Oregon,3652.532435,No,2/23/11,Employed,39679,Suburban,Married,92,2,85,0,1,Personal,Personal L3,Offer2,Branch,641.388616
UO98052,Nevada,6158.601171,No,1/7/11,Unemployed,0,Urban,Single,89,13,45,0,5,Personal,Personal L2,Offer1,Web,342.481173
NC53424,California,4376.083958,No,1/14/11,Unemployed,0,Suburban,Married,69,21,70,4,3,Personal,Personal L2,Offer4,Web,331.2
LQ13873,Nevada,5569.456156,No,2/15/11,Employed,53565,Suburban,Married,71,27,34,1,6,Personal,Personal L3,Offer1,Agent,340.8
LA97014,Washington,2576.513006,No,2/24/11,Employed,37574,Suburban,Married,66,19,14,1,1,Personal,Personal L1,Offer1,Agent,412.101933
NB79936,Washington,8346.983233,No,2/2/11,Employed,48259,Rural,Single,108,14,79,0,3,Personal,Personal L2,Offer1,Branch,73.700573
NT89061,Arizona,6323.923864,No,1/7/11,Employed,78532,Suburban,Married,78,25,87,0,3,Personal,Personal L3,Offer2,Call Center,374.4
AF10970,Arizona,5973.14343,No,2/28/11,Employed,96163,Suburban,Married,73,23,90,0,3,Corporate,Corporate L3,Offer1,Call Center,350.4
ZG48513,California,4706.676993,No,2/17/11,Unemployed,0,Suburban,Single,72,0,86,0,7,Personal,Personal L2,Offer1,Agent,345.6
JQ59145,California,8093.410258,No,2/12/11,Unemployed,0,Suburban,Married,114,9,72,1,5,Personal,Personal L1,Offer1,Agent,722.024742
FE84989,Washington,5035.744643,No,1/9/11,Employed,72672,Urban,Married,63,7,39,0,5,Personal,Personal L2,Offer2,Call Center,259.361117
JT52858,Oregon,9027.867218,No,1/10/11,Employed,99002,Suburban,Married,112,33,75,1,8,Personal,Personal L1,Offer3,Branch,537.6
MC62068,California,7288.884849,No,1/8/11,Employed,79494,Urban,Married,91,19,30,0,3,Personal,Personal L2,Offer4,Agent,396.295614
EU27538,Oregon,18042.47942,No,1/25/11,Employed,35704,Rural,Married,225,21,35,0,8,Personal,Personal L3,Offer1,Branch,358.281562
RH42306,Arizona,4992.063043,No,1/27/11,Unemployed,0,Suburban,Single,71,6,5,0,3,Corporate,Corporate L2,Offer3,Web,653.388564
US23612,Oregon,9102.267849,No,1/12/11,Disabled,26049,Rural,Married,118,17,6,0,6,Personal,Personal L2,Offer1,Call Center,121.032372
WV76014,Arizona,2540.407726,No,1/16/11,Employed,70125,Rural,Single,64,21,77,0,1,Special,Special L2,Offer2,Branch,92.813396
RK96223,California,12941.89193,No,1/22/11,Employed,52369,Suburban,Married,110,34,49,1,2,Personal,Personal L3,Offer1,Agent,528.0
MF82000,Washington,2365.348601,No,1/13/11,Unemployed,0,Rural,Married,66,25,51,2,1,Special,Special L2,Offer2,Branch,159.636956
FM46980,Arizona,5720.765064,No,2/11/11,Employed,41770,Suburban,Married,72,0,60,0,9,Personal,Personal L1,Offer2,Branch,476.156957
SY56792,Oregon,7035.534088,No,1/4/11,Unemployed,0,Suburban,Divorced,101,16,88,0,8,Corporate,Corporate L3,Offer3,Web,727.2
RF61565,California,2636.97773,No,1/29/11,Employed,31911,Suburban,Married,67,33,27,0,1,Personal,Personal L3,Offer2,Agent,321.6
IM94808,Nevada,5395.831967,No,2/28/11,Employed,70051,Rural,Married,68,15,69,0,8,Corporate,Corporate L3,Offer4,Web,42.078345
VI14730,Oregon,8382.630118,Yes,2/4/11,Retired,19683,Suburban,Married,117,17,41,1,9,Personal,Personal L2,Offer1,Web,561.6
YR34119,Washington,31161.74523,No,2/2/11,Employed,30916,Rural,Married,112,7,65,0,2,Personal,Personal L1,Offer1,Agent,200.11606
RR77985,Oregon,2887.742258,No,1/3/11,Unemployed,0,Suburban,Single,80,24,95,0,1,Personal,Personal L1,Offer1,Call Center,676.944023
VC22097,Washington,8714.922135,Yes,2/21/11,Unemployed,0,Suburban,Divorced,118,14,64,0,4,Corporate,Corporate L3,Offer1,Agent,566.4
WV17090,California,25585.72783,No,2/1/11,Unemployed,0,Suburban,Married,116,0,45,0,2,Corporate,Corporate L1,Offer2,Call Center,830.623064
TM23514,Oregon,10272.6082,No,1/1/11,Employed,60145,Urban,Single,132,8,28,0,3,Personal,Personal L3,Offer3,Web,580.473259
MQ68407,Oregon,4376.363592,Yes,2/28/11,Employed,63774,Rural,Divorced,111,18,63,0,1,Personal,Personal L3,Offer2,Agent,60.036683
GJ59592,California,5318.89664,Yes,1/12/11,Employed,25134,Suburban,Married,67,3,0,0,6,Corporate,Corporate L2,Offer2,Call Center,321.6
FY56083,Oregon,4719.762191,No,2/13/11,Employed,37057,Rural,Married,61,5,48,1,6,Personal,Personal L2,Offer1,Agent,47.53101
UA94723,Oregon,4428.031583,Yes,1/29/11,Employed,58577,Urban,Married,110,6,62,0,1,Personal,Personal L3,Offer1,Agent,303.872752
FW91032,California,5879.176092,No,2/13/11,Employed,85857,Rural,Married,73,3,19,0,6,Corporate,Corporate L2,Offer4,Agent,100.620067
DE34457,Oregon,9416.908485,No,1/22/11,Employed,70602,Urban,Married,116,8,47,0,3,Personal,Personal L3,Offer3,Call Center,481.339891
HD32044,Oregon,8288.155579,No,1/25/11,Employed,33816,Suburban,Divorced,106,10,97,2,3,Corporate,Corporate L3,Offer1,Branch,508.8
HH30454,Oregon,32654.8383,No,2/23/11,Unemployed,0,Suburban,Single,153,7,75,0,2,Personal,Personal L3,Offer3,Branch,1101.6
AH84063,Oregon,4719.450052,No,2/18/11,Employed,89642,Rural,Married,121,11,20,4,1,Corporate,Corporate L3,Offer3,Call Center,86.320022
QA17596,California,3903.474784,No,1/3/11,Employed,60068,Suburban,Married,98,17,75,0,1,Personal,Personal L3,Offer2,Agent,470.4
XI41052,California,5457.259678,No,1/9/11,Employed,50044,Suburban,Single,139,16,14,0,1,Personal,Personal L2,Offer3,Call Center,667.2
DI30528,California,2725.356404,Yes,1/3/11,Employed,36650,Rural,Married,69,2,70,1,1,Personal,Personal L3,Offer2,Web,56.60333
SC66359,Arizona,4433.97368,No,2/21/11,Employed,50653,Rural,Married,110,29,42,0,1,Corporate,Corporate L3,Offer4,Agent,262.865172
EN61670,Arizona,5332.462694,Yes,2/22/11,Employed,68931,Urban,Married,66,32,30,0,7,Personal,Personal L1,Offer2,Branch,309.577946
DQ10761,Oregon,2315.094985,No,1/9/11,Unemployed,0,Suburban,Single,73,14,39,1,1,Corporate,Corporate L3,Offer1,Branch,350.4
BQ51587,California,5411.953687,No,2/7/11,Unemployed,0,Suburban,Single,73,1,22,0,5,Personal,Personal L2,Offer2,Call Center,365.364581
JE21522,California,9587.33234,No,2/26/11,Employed,39266,Suburban,Married,80,33,31,0,2,Personal,Personal L2,Offer4,Branch,384.0
WS47147,California,22103.5072,Yes,1/30/11,Unemployed,0,Suburban,Married,102,35,48,0,2,Personal,Personal L3,Offer1,Branch,489.6
ZA64638,Nevada,9764.945308,No,2/28/11,Unemployed,0,Suburban,Single,98,24,11,1,2,Personal,Personal L2,Offer2,Web,705.6
EW38459,Nevada,2567.151468,No,2/20/11,Employed,40864,Rural,Married,65,2,75,0,1,Corporate,Corporate L1,Offer2,Web,9.51528
QW87316,Oregon,2650.622781,No,1/20/11,Employed,39035,Urban,Divorced,68,15,65,0,1,Personal,Personal L2,Offer2,Agent,244.564334
IC43478,California,11264.36334,No,1/22/11,Employed,34923,Suburban,Single,98,23,82,0,2,Personal,Personal L1,Offer1,Call Center,639.105556
TE34064,California,2168.523464,No,1/6/11,Unemployed,0,Suburban,Single,63,1,56,0,1,Personal,Personal L3,Offer2,Agent,453.6
WU60905,California,8610.667489,No,2/6/11,Unemployed,0,Suburban,Married,111,27,36,0,9,Corporate,Corporate L1,Offer3,Web,532.8
YM18992,California,2834.646235,No,2/2/11,Employed,24506,Suburban,Divorced,71,7,47,0,1,Personal,Personal L1,Offer1,Agent,511.2
PD55753,Oregon,8930.139728,No,2/23/11,Unemployed,0,Suburban,Married,82,25,63,0,2,Personal,Personal L1,Offer4,Call Center,554.522969
KU56006,Arizona,5536.386959,No,1/7/11,Employed,52220,Suburban,Married,70,17,42,1,5,Personal,Personal L2,Offer1,Call Center,336.0
MJ69973,Arizona,2840.85429,No,2/27/11,Unemployed,0,Suburban,Married,74,17,73,0,1,Personal,Personal L3,Offer1,Call Center,402.449823
TW43626,California,8082.880956,No,1/21/11,Employed,53554,Suburban,Married,67,6,5,0,2,Personal,Personal L2,Offer1,Agent,327.020539
XX84133,California,5254.734278,No,2/4/11,Employed,34476,Rural,Married,67,23,49,1,3,Corporate,Corporate L2,Offer4,Call Center,5.3953
ZW84453,Arizona,5116.237577,No,1/8/11,Unemployed,0,Rural,Married,70,1,11,0,5,Personal,Personal L2,Offer1,Web,131.401291
HO29524,California,3034.646997,No,2/4/11,Employed,68205,Rural,Married,76,35,14,0,1,Personal,Personal L1,Offer4,Branch,99.382943
VE89726,California,8024.89992,No,1/15/11,Unemployed,0,Suburban,Single,119,6,48,1,8,Personal,Personal L1,Offer3,Branch,856.8
GE87503,California,18211.14319,No,2/7/11,Employed,53690,Suburban,Married,154,20,97,0,2,Personal,Personal L3,Offer4,Call Center,739.2
PX90263,Oregon,5121.563312,No,2/19/11,Unemployed,0,Suburban,Single,72,2,22,0,5,Personal,Personal L3,Offer1,Branch,518.4
NI17718,California,2150.178588,No,2/9/11,Unemployed,0,Suburban,Single,61,28,31,0,1,Personal,Personal L3,Offer2,Web,292.8
FY32213,California,5595.389905,Yes,2/5/11,Employed,74454,Suburban,Single,71,25,29,0,3,Personal,Personal L3,Offer2,Call Center,340.8
RZ13254,Nevada,7562.824036,No,1/15/11,Unemployed,0,Suburban,Single,73,23,91,0,2,Personal,Personal L1,Offer2,Branch,350.4
GN45013,Oregon,5385.853211,No,2/6/11,Medical Leave,29664,Suburban,Married,71,1,69,0,3,Personal,Personal L1,Offer1,Agent,340.8
UB16654,Washington,4718.558501,No,2/27/11,Disabled,15680,Urban,Divorced,64,20,29,0,8,Personal,Personal L3,Offer4,Web,260.879903
KU84464,Nevada,9422.567923,No,1/17/11,Employed,47272,Rural,Married,79,17,17,3,2,Personal,Personal L3,Offer1,Call Center,64.546877
YH43527,Oregon,3605.860265,No,1/7/11,Employed,21585,Suburban,Married,92,35,61,0,1,Corporate,Corporate L2,Offer4,Agent,441.6
RO30676,California,7762.590564,No,1/3/11,Disabled,23827,Rural,Married,106,18,77,2,3,Personal,Personal L3,Offer1,Agent,37.910623
